Title,Nb rating,Prices,Nb visits,Rating,Annulation,Duration,Language,Adress
Go City Philadelphia All-Inclusive Pass,-1,50,43 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,1 jour - 5 jours,-1,Philadelphie
Bus touristique de Philadelphie,12,24,124 ,5.70 / 10,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,1h30,Anglais,Philadelphie
Dîner-croisière à Philadelphie,-1,136.7,3 ,-1,Non remboursable. Cette activité n'admet pas d'annulation.,2h30,-1,Philadelphie
Philadelphia Whiskey Tasting Pass,-1,47.2,8 ,-1,Non remboursable. Cette activité n'admet pas d'annulation.,-1,Anglais,Philadelphie
Visite alternative dans Philadelphie,1,47.2,9 ,-1,Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,3 heures,Anglais,Philadelphie
Carte eSIM avec Internet aux États-Unis,14,21.3,,6.70 / 10,Non remboursable. Cette activité n'admet aucune annulation ou modification.,10 jours - 30 jours,-1,Phoenix
Route 66 et Grand Canyon,-1,193.8,8 ,-1,Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,-1,Anglais,Phoenix
Excursion au Grand Canyon et à Sedona,-1,237.5,1 voyageur,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,-1,Anglais,Phoenix
Balade en quad dans le désert de Sonora,-1,185.2,1 voyageur,-1,Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,2 heures,Anglais,Phoenix
Balade en 4x4 dans le désert de Sonora,-1,156.7,7 ,-1,Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,-1,Anglais,Phoenix
Excursion à Sedona,-1,151,2 ,-1,Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,-1,Anglais,Phoenix
Vol en montgolfière au-dessus de Phoenix,1,160.5,4 ,-1,Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,3h15,Anglais,Phoenix
Excursion à Tombstone,-1,165.3,3 ,-1,Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,-1,Anglais,Phoenix
Visite de Phoenix à vélo,-1,45.6,1 voyageur,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,3 heures,Anglais et espagnol,Phoenix
Visite dans l'Apache Trail,-1,151,2 ,-1,Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,-1,Anglais,Phoenix
Billet pour le Musée USS Midway,3,25,103 ,-1,Non remboursable. Cette activité n'admet aucune annulation ou modification.,-1,-1,San Diego
Carte eSIM avec Internet aux États-Unis,14,21.6,,6.70 / 10,Non remboursable. Cette activité n'admet aucune annulation ou modification.,10 jours - 30 jours,-1,San Diego
Free tour dans San Diego,1,9,38 ,-1,-1,1h30,Anglais,San Diego
Balade en bateau à San Diego,-1,104.9,9 ,-1,Non remboursable. Cette activité n'admet aucune annulation ou modification.,1 heure,Anglais,San Diego
Trolleybus touristique de San Diego,-1,0,3 ,-1,Non remboursable. Cette activité n'admet pas d'annulation.,1 jour,Anglais,San Diego
Go City San Diego All-inclusive Pass,-1,34.6,24 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,1 jour - 7 jours,-1,San Diego
Observation de cétacés à San Diego,-1,44.3,16 ,-1,Non remboursable. Cette activité n'admet aucune annulation ou modification.,3 heures,-1,San Diego
Visite panoramique de nuit de San Diego,-1,104.9,1 voyageur,-1,Non remboursable. Cette activité n'admet pas d'annulation.,1h45,Anglais,San Diego
Visite en voiture électrique dans San Diego,-1,58.35,3 ,-1,Gratuit ! Annulez sans frais jusqu'à 7 jours avant l'activité. Si vous annulez avec plus de 48 heures d’avance: nous vous rembourserons 50%. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,2 heures,Anglais,San Diego
Dîner-croisière de luxe à San Diego,-1,73.1,10 ,-1,Non remboursable. Cette activité n'admet aucune annulation ou modification.,3 heures,-1,San Diego
Billet pour Sesame Place,-1,34.6,6 ,-1,Non remboursable. Cette activité n'admet pas d'annulation.,-1,-1,San Diego
Balade en bateau à moteur dans San Diego,-1,83.2,8 ,-1,Gratuit ! Annulez sans frais jusqu'à 7 jours avant l'activité. Si vous annulez avec plus de 48 heures d’avance: nous vous rembourserons 50%. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,2 heures,Anglais,San Diego
Balade en bateau au coucher de soleil,-1,181.4,47 ,-1,Non remboursable. Cette activité n'admet aucune annulation ou modification.,2 heures,Anglais,San Diego
Balade à moto électrique dans San Diego,-1,62.6,82 ,-1,Gratuit ! Annulez sans frais jusqu'à 7 jours avant l'activité. Si vous annulez avec plus de 48 heures d’avance: nous vous rembourserons 50%. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,2 heures,Anglais,San Diego
Carte eSIM avec Internet aux États-Unis,14,21.3,,6.70 / 10,Non remboursable. Cette activité n'admet aucune annulation ou modification.,10 jours - 30 jours,-1,San Antonio
Visite guidée aux Natural Bridge Caverns,-1,29.2,51 ,-1,Non remboursable. Cette activité n'admet aucune annulation ou modification.,1 heure,Anglais,San Antonio
Billet pour le parc d'aventure Natural Bridge Caverns,-1,33.6,11 ,-1,Non remboursable. Cette activité n'admet aucune annulation ou modification.,45 minutes,Anglais,San Antonio
Billet pour SeaWorld et Aquatica San Antonio,-1,84.5,15 ,-1,Non remboursable. Cette activité n'admet pas d'annulation.,3 jours,-1,San Antonio
Bus touristique de San Antonio,1,9,1 voyageur,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,1 jour - 2 jours,Anglais,San Antonio
Billet pour le SeaWorld San Antonio,1,98.8,6 ,-1,Non remboursable. Cette activité n'admet pas d'annulation.,-1,-1,San Antonio
Visite guidée de San Antonio,-1,40,6 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,-1,Français,San Antonio
Carte eSIM avec Internet aux États-Unis,14,21.6,,6.70 / 10,Non remboursable. Cette activité n'admet aucune annulation ou modification.,10 jours - 30 jours,-1,Tampa
Billet pour The Florida Aquarium,-1,30.8,8 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,-1,-1,Tampa
Tampa CityPASS,-1,124.2,1 voyageur,-1,Non remboursable. Cette activité n'admet aucune annulation ou modification.,9 jours,-1,Tampa
Billet pour le ZooTampa,-1,43.3,1 voyageur,-1,Non remboursable. Cette activité n'admet pas d'annulation.,-1,-1,Tampa
Vol en hélicoptère à Tampa,-1,66.4,9 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre: nous vous rembourserons à hauteur de 50%. Si vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,10 min - 45 min,Anglais,Tampa
Billet pour le Zoo de Tampa + Aquarium de Florida,-1,74.1,4 ,-1,Non remboursable. Cette activité n'admet aucune annulation ou modification.,-1,-1,Tampa
Carte eSIM avec Internet aux États-Unis,14,21.6,,6.70 / 10,Non remboursable. Cette activité n'admet aucune annulation ou modification.,10 jours - 30 jours,-1,Seattle
Seattle CityPASS,1,110.7,47 ,-1,Non remboursable. Cette activité n'admet aucune annulation ou modification.,9 jours,-1,Seattle
Bus touristique de Seattle,4,9,16 ,8.50 / 10,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,1 jour - 2 jours,Anglais,Seattle
Artisan Hill Wine Pass,-1,44.3,1 voyageur,-1,Non remboursable. Cette activité n'admet pas d'annulation.,1 jour,Anglais,Seattle
Carte eSIM avec Internet aux États-Unis,14,21.6,,6.70 / 10,Non remboursable. Cette activité n'admet aucune annulation ou modification.,10 jours - 30 jours,-1,Atlanta
Route des vins au nord de la Géorgie,-1,96.3,16 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,9h30,Anglais,Atlanta
Atlanta CityPASS,-1,89.8,7 ,-1,Non remboursable. Cette activité n'admet aucune annulation ou modification.,9 jours,-1,Atlanta
Billet pour l'Aquarium de Géorgie,-1,41.9,15 ,-1,Non remboursable. Cette activité n'admet aucune annulation ou modification.,-1,-1,Atlanta
Visite guidée dans Downtown,-1,36.1,7 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,2 heures,Anglais,Atlanta
Visite guidée dans Atlanta,-1,149.3,44 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,-1,Anglais,Atlanta
Visite guidée de l'Atlanta BeltLine,-1,36.1,5 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,2 heures,Anglais,Atlanta
Visite à travers les scènes de The Walking Dead,1,149.3,22 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,-1,Anglais,Atlanta
Billet pour l'Illuminarium,-1,70,334 ,-1,Non remboursable. Cette activité n'admet aucune annulation ou modification.,-1,-1,Atlanta
